AAC;7976.5;6329.5
AAD;9754.5;4833.5
AAI;9663.5;5729.5
AAL;9363.5;5247.5
ABA;8047.5;5927.5
ABB;9499.5;3756.5
ABL;10095.5;5030.5
ABV;9797.5;1940.5
ABW;9281.5;4278.5
ACA;2996.5;4492.5
ACH;8660.5;5514.5
ACL;3659.5;5055.5
ACO;2791.5;5332.5
ADA;9753.5;3931.5
ADG;12619.5;4682.5
ADH;12270.5;4095.5
ADO;7926.5;3765.5
AFA;9629.5;3986.5
AGC;8184.5;6164.5
AGH;9506.5;2452.5
AGN;12404.5;4676.5
AHI;9182.5;5622.5
AHO;11990.5;4855.5
AHT;13605.5;5241.5
AHU;2930.5;4510.5
AHY;9876.5;2540.5
AIS;13853.5;5249.5
AIT;7891.5;5405.5
AJC;3112.5;4354.5
AJU;9731.5;3443.5
AKI;13789.5;5238.5
AKJ;13935.5;5387.5
AKM;13813.5;5318.5
AKN;13732.5;5340.5
AKR;7925.5;3716.5
AKT;14062.5;5631.5
AKU;13619.5;5224.5
AKZ;13645.5;5239.5
ALA;3712.5;5232.5
ALB;8581.5;5717.5
ALE;7728.5;6169.5
ALG;7833.5;5437.5
ALI;12604.5;4836.5
ALL;8200.5;6380.5
ALN;9575.5;5870.5
ALO;9195.5;4190.5
ALS;8045.5;6187.5
ALT;11453.5;6513.5
ALU;11106.5;4034.5
ALY;9132.5;5433.5
AMA;7391.5;6587.5
AMB;9705.5;5653.5
AMD;12278.5;5398.5
AME;2954.5;4485.5
AMG;7712.5;5875.5
AMH;7342.5;6620.5
AML;2958.5;4441.5
AMP;2950.5;4399.5
AMR;9311.5;5194.5
AMT;3175.5;4374.5
ANB;8057.5;6382.5
ANC;8309.5;5864.5
ANG;7696.5;6009.5
ANH;8251.5;6410.5
ANI;4374.5;2461.5
ANJ;7665.5;6119.5
ANK;9914.5;2616.5
ANL;3540.5;5269.5
ANM;14150.5;5598.5
ANN;7332.5;6539.5
ANR;7762.5;5797.5
ANS;8174.5;6236.5
ANT;8630.5;5701.5
ANZ;9501.5;5018.5
AOS;8024.5;6002.5
APA;3822.5;5065.5
APD;10659.5;5430.5
APR;7984.5;6296.5
AQN;7662.5;5954.5
AQU;8300.5;6002.5
ARA;7788.5;5721.5
ARB;8081.5;5632.5
ARD;9826.5;5338.5
ARG;8726.5;5489.5
ARI;13624.5;5201.5
ARK;11938.5;4485.5
ARM;9716.5;5636.5
ARR;8802.5;6809.5
ARS;7815.5;6302.5
ART;10628.5;5389.5
ARU;12167.5;3570.5
ARZ;8228.5;5857.5
ASA;13823.5;5356.5
ASC;8323.5;5824.5
ASD;8081.5;5956.5
ASN;14064.5;5481.5
ASO;13638.5;5189.5
ASR;10152.5;5448.5
AST;7711.5;5855.5
ASY;13730.5;5354.5
ATB;9911.5;2237.5
ATF;9860.5;2044.5
ATH;8767.5;5537.5
ATI;8062.5;5953.5
ATJ;12030.5;3653.5
ATK;9860.5;2044.5
ATL;2949.5;4443.5
ATM;9868.5;2075.5
ATO;3184.5;4472.5
ATP;3311.5;4298.5
ATQ;9546.5;5450.5
ATR;9865.5;5998.5
ATT;3331.5;4288.5
ATZ;9738.5;5598.5
AUD;7557.5;6469.5
AUG;8171.5;6189.5
AUM;7752.5;6285.5
AUV;7837.5;5992.5
AUX;7851.5;6129.5
AVR;9834.5;5788.5
AVY;3520.5;5153.5
AWO;7845.5;3707.5
AWS;9586.5;3981.5
AXC;3214.5;4365.5
AXO;3176.5;4468.5
AYA;4421.5;2604.5
AYD;8964.5;5525.5
AYO;3178.5;4267.5
AZF;9517.5;4731.5
AZL;2891.5;4554.5
BAA;9794.5;2121.5
BAC;13488.5;3317.5
BAD;11521.5;4502.5
BAI;13305.5;3268.5
BAK;10754.5;7137.5
BAM;8187.5;6273.5
BAR;7932.5;6208.5
BAS;8044.5;6118.5
BBD;8262.5;6458.5
BBG;8185.5;6399.5
BBK;7169.5;4147.5
BCH;8127.5;6081.5
BCN;7538.5;6415.5
BDE;8061.5;6203.5
BDS;10054.5;5427.5
BEA;7245.5;6404.5
BEI;12932.5;3614.5
BEN;7941.5;3693.5
BER;7802.5;6089.5
BES;12270.5;3614.5
BET;9836.5;2156.5
BEZ;9888.5;2323.5
BFN;7313.5;6588.5
BFR;9332.5;5744.5
BGG;13147.5;3298.5
BGJ;10697.5;7157.5
BGK;11387.5;4666.5
BGL;11064.5;4492.5
BGN;7763.5;6328.5
BGR;11302.5;4518.5
BHA;11073.5;5011.5
BHD;10882.5;4576.5
BHL;8202.5;6363.5
BHM;12115.5;4702.5
BHN;12583.5;4108.5
BHP;11657.5;4628.5
BHT;9596.5;5476.5
BIA;8899.5;6117.5
BIB;8143.5;6158.5
BID;8882.5;6853.5
BIM;13108.5;2875.5
BIN;9577.5;5567.5
BIO;8702.5;6848.5
BIR;12282.5;5397.5
BIT;9601.5;5518.5
BJG;12680.5;4956.5
BKZ;9186.5;4686.5
BLA;10577.5;4816.5
BLB;8352.5;6445.5
BLD;8949.5;6031.5
BLE;9591.5;3761.5
BLG;8204.5;5927.5
BLI;12939.5;2872.5
BLL;7924.5;6270.5
BLM;8116.5;6069.5
BLN;13356.5;3373.5
BLO;9420.5;6985.5
BLS;7753.5;6124.5
BMB;9671.5;2689.5
BMK;9973.5;2561.5
BMP;10443.5;4872.5
BMR;7495.5;4116.5
BMS;8269.5;6376.5
BNA;11556.5;4559.5
BNB;8228.5;6402.5
BND;11276.5;4768.5
BNE;13170.5;3085.5
BNI;12591.5;4878.5
BNL;9685.5;4802.5
BNT;8011.5;6448.5
BNY;9109.5;3433.5
BOD;8722.5;5565.5
BOH;8349.870117;6289.352051
BOI;9708.5;2219.5
BOL;13330.5;3877.5
BON;7616.5;3775.5
BOR;7824.5;3887.5
BOS;8509.5;5913.5
BOU;7837.5;6057.5
BOW;13384.5;3420.5
BPR;12025.5;4392.5
BQA;8634.5;5187.5
BQL;9406.5;4205.5
BRA;8262.5;6458.5
BRB;7884.5;6353.5
BRC;8275.5;6138.5
BRD;8196.5;5877.5
BRE;8107.5;6517.5
BRG;8000.5;6365.5
BRI;7557.5;6124.5
BRL;10657.5;5512.5
BRM;8082.5;6496.5
BRN;8031.5;6078.5
BRO;7538.5;6415.5
BRR;7680.5;5847.5
BRS;8157.5;5985.5
BRT;12444.5;6432.5
BRU;8171.5;6436.5
BRY;9255.5;6498.5
BRZ;8488.5;6338.5
BSC;7961.5;6091.5
BSD;10729.5;5251.5
BSG;9206.5;3370.5
BSH;10189.5;6449.5
BSK;8330.5;6431.5
BSM;7644.5;4033.5
BSP;11175.5;5111.5
BST;11418.5;4412.5
BTE;13164.5;3043.5
BTG;12220.5;5039.5
BTI;9383.5;4024.5
BTL;8344.5;5126.5
BTN;13289.5;3051.5
BTU;13402.5;3841.5
BUD;8108.5;6304.5
BUG;9202.5;3363.5
BUL;8856.5;5844.5
BUR;7925.5;6109.5
BUS;12163.5;3462.5
BUU;9032.5;3128.5
BVK;12549.5;4216.5
BWL;11070.5;5004.5
BXJ;3619.5;5853.5
BXN;8232.5;6070.5
BYM;8553.5;6307.5
BYZ;9001.5;5700.5
BZG;13654.5;5255.5
BZH;12307.5;4830.5
BZN;9327.5;4160.5
BZU;12561.5;4904.5
CAB;11150.5;5189.5
CAD;3422.5;5126.5
CAG;8106.5;5591.5
CAM;7840.5;6294.5
CAR;8354.5;6023.5
CAS;7480.5;5737.5
CAT;7788.5;5721.5
CAU;2936.5;4479.5
CAV;4042.5;3111.5
CBA;14066.5;5369.5
CBH;11085.5;5200.5
CBK;12412.5;4552.5
CCL;2964.5;4463.5
CCN;3279.5;4337.5
CCP;3330.5;4333.5
CDC;8250.5;5852.5
CDD;11651.5;4837.5
CDL;12254.5;4777.5
