B83;2917;1712
Y73;4349;1031
G69;1650;340
Y01;4241;1357
G59;1044;57
L34;3151;689
H32;647;911
Y30;4293;1205
S60;4005;819
H57;1345;1508
A49;2913;1404
A52;2792;1656
G99;1635;1413
I85;3703;1467
Y55;4182;1081
Z11;2860;1954
H65;1103;1492
I88;3621;1680
V16;4479;1643
R39;4081;1139
I26;3122;1526
L45;3313;576
R09;4069;1267
I40;3267;1559
Y44;4240;1238
H74;3977;1329
U21;1233;1510
H84;3295;1647
A75;2967;1510
V07;4106;1534
L36;3194;693
L97;3480;713
R50;4032;1096
I51;3613;1536
R90;4125;1159
R63;4122;1339
G48;939;163
Z85;2841;1866
H73;3464;1374
Z10;2781;1879
J44;3455;1711
I37;3308;1514
R08;4069;1267
I60;3492;1691
S50;3799;754
R72;4136;1259
Z69;1578;1448
S58;3938;786
J36;3352;1593
F26;3356;1381
J34;3957;1732
F51;3825;1175.5
L07;3355;796
SS2;3374;729
H34;1052;1545
I74;3891;1525
J19;3904;1683
S76;3849;969
B19;3125;1690
B53;3049;1655
Y45;4275;1229
R49;4082;1157
G94;1309;1576
R92;4107;1128
I59;3850;1508
Z03;2881;1485
S79;3304;1564
S40;3775;693
L58;4050;856
U40;517;1461
R42;3963;1205
Y35;4249;1193
B02;3135;1634
A77;2980;1551
U12;3135;1465
Y22;4326;1250
SS3;3886;676
J31;3912;1756
F66;3130;1124
G67;1694;297
H60;1120;1322
R84;4091;1357
B58;3033;1626
Z56;3319;1712
B25;3183;1698
Z60;4384;1294
Z62;4267;1131
F37;3306;1259
Z61;4321;1272
L87;3713;633
V21;4288;1301.5
A76;2796;1610
R38;4102;1136
A94;2901;1581
A72;2968;1500
G70;1649;335
Y00;4541;1298
A28;2818;1792
I61;3544;1369
G85;1163;1548
R22;4170;1185
H69;3224;1752
J25;3826;1599
U08;2728;1343
L48;3370;464
Z67;4541;1298
I20;4059;1324
I76;3606;1418
R82;4297;1220
Z79;3103;1681
B90;2875;1480
L14;3095;853
Y29;4244;1176
S92;4081;472
G60;895;202
H35;1230;1560
J40;3428;1695
H76;3189;1446
G15;1607;642
A40;2765;1576
S47;3776;881
L10;3166;857
Y83;4348;928
L31;3267;781
J43;3431;1749
U44;739;1608
L96;3467;674
L94;3505;672
F78;3201;1388
B69;2641;1480
L60;2905;887
I05;3287;1659
U17;3054;1404
Z87;3135;1465
G17;1320;679
B81;2922;1445
Z73;1578;1448
Z66;4541;1298
I78;3759;1599
I24;3319;1712
S19;3721;529
A39;2915;1564
H43;1191;1181
S12;3832;696
J17;3912;1700
S27;4011;629
L83;3750;662
V03;4174;1584
L43;3167;692
R66;4102;1401
I82;3865;1470
I39;3212;1541
J18;3918;1684
L54;4062.5;879
S73;3980;913.5
S11;3847;585
S44;3840;864
L84;3762;609
I64;3540;1523
Y60;4285;1172
G30;1063;1626
H67;1837;370
H36;1252;1257
G06;1132;1105
A19;2648;1607
B54;3044;1643
H91;3414;1428
F61;3340;881
A92;2927;1540
S14;3561;656
H83;3520;1322
SS7;3762;609
B20;3103;1620
B60;2998;1603
H92;3893;1328
H33;1367;1355
R70;4010;1161
B88;2878;1498
A01;2714;1538
F91;3365;1255
H17;578;1763
J84;1646.5;366.5
H72;3319;1712
H08;506;1425
I46;3181.5;1636.5
H45;1130;1398
Y54;4151;1084
F75;3463;1288
Z50;3079;1792
B59;2890;1494
Y91;4421;1335
L09;3242;749
A74;3032;1477
G24;942;1701
H79;3944;1358
S30;3961;691
L37;3198;649
H58;1117;1426
G52;1386;114
H30;528;981
F53;3361;1298
Y71;4370;1094
U31;648;990
G07;1191;1181
J45;3461;1750
I43;3332;1481
B98;2924;1812
Y67;4266;1088
A62;2900;1590
J49;3918;1684
H97;3570;1329
B63;2965;1896
B99;2900;1512
S82;3381;824
I17;3806;1343
L02;3220;947
V18;4068;1508
Y24;4483;1232
I38;3188;1555
F82;3356;1461
H48;1021;1270
J88;1279;654
A45;2863;1512
L16;3123.5;895
H37;1295;1865
J89;1278;624
F46;3825;1175.5
F80;3445;1361
L91;3556;701
L67;3844;734
B08;3104;1610
J93;1154;572
Z68;2738;1502
J97;1438;1311
Y48;4215;1208
Z34;3103;1681
G73;1619;408
J24;3860;1607
Z12;3003;1893
S72;3166;857
F68;3625;941
F64;3316;847
Z48;3057;1796
S43;3756;727
R48;3964;1167
S70;3620.5;819
A04;2771;1525
J30;3777;1663
Z42;2834;1547
G77;1552;320
H82;3631;1336
S62;3858.5;735
V27;4591;1492
A82;2840;1464
J95;1333;909
F72;3728;950
F84;3213;1376
A64;2715;1607
G87;1064;623
J07;3947;1764
L86;3639;667
Y90;4354;1345
R73;4136;1259
G51;968;281
Y06;4448;1277
Z51;3046;1672
U60;1367;847
G40;1303;1363
F21;3242;1355
L88;3616;671
G25;1163;1627
U18;3072;1378
H00;1345;225
R55;4111;1168
U29;679.893;910.206
R21;4192;1215
L19;2962;817
U45;863;1519
B66;2915;1564
S24;3888.5;812.5
I86;3914;1515
B45;3013;1732
Y59;4292;1137
H03;596;1419
J47;3515;1841
J70;1443.5;193
Z78;3103;1681
B26;3061.5;1688
G16;1573;768
G42;1221;1385
H46;1074;1697
H23;1261;223
I21;4102;1401
H29;1372;244
B94;2983;1489
I57;3693;1586
A05;2669;1632
A84;2886;1478
Z36;3132;1602
Z26;2922;1776
L81;3662;622
J11;3957;1732
G78;1551;392
H06;608;1443
U42;630;1104
B86;2924;1552
F90;3392;1433
H26;1183;1431
R76;4136;1259
G01;1163;1276
H20;749;1475
H85;3363;1657
J38;3447;1673
R03;3913;1121.5
B61;3103;1681
R34;4107;1277
L89;3627;678
A35;2871;1535
L21;2885;836
H39;1508;759
I02;3446;1908
J16;3930;1700
F71;3524;905
A14;2691;1511
J78;1701;320
Y20;4510;1231
G63;1262;143
H51;1272;1644
U41;775;1444
S34;3776;618
S42;3821;716
Z07;3041;1470
H52;1060;1459
Z44;1052;809
B49;3004;1628
R43;4051;1109
Y78;4319;1010
R85;4208;1298
U07;2771;1307
I33;3245;1502
R35;4134;1242
L95;3491;704
B16;2982;1654
I52;3679;1542
L01;3374;729
H31;776;949
S67;3815;849
S16;3903;269
V99;4182;1081
B38;2998;1603
R77;4136;1259
Y89;4263;1280
S36;3847;585
V09;4068;1508
G95;1299;1373
G47;981;257
F86;3378;1101
S22;3772;561
U52;1676;1283
L25;2907;917
B34;2971;1616
S99;2809;894
V04;4263;1405
R56;3987;1165
B28;3187;1659
J22;3898;1666
L13;3242;893
G64;1535;370
Y28;4247;1216
G83;1526;213
B27;3056;1727
A30;2926;1512
A85;2822;1550
H95;3181;1417
A17;2672;1538
F43;3346;1262
A67;2702;1601
Y65;4300;914
G45;1027;1010
B22;3003;1691
I42;3252;1496
J69;857;149
J68;938;282
Y27;4453;1241
G86;1173;1473
R97;4138;1349
B84;2814;1717
R80;4138;1349
A90;2888;1538
I15;3570;1329
I65;3698;1502
A68;2749;1594
A07;2770;1610
Y41;4229;1178
I06;3316;1608
J10;3937;1725
L79;3679;668
Z65;4541;1298
A08;2769;1608
B42;3169;1601
Z81;3103;1681
R40;4061;1154
U55;1239;1377
A69;2756;1597
Y53;4144;1064
R25;4178;1243
H99;580;1494
R23;4157;1175
J12;3963;1729
A59;3063;1544
J39;3383;1648
A51;2847;1701
Y37;4260;1211
F34;3223;1412
F27;3379;1346
R51;4010;1161
R46;4058;1195
H15;829;1531
H28;1329;244
Z41;2881;1515
A02;2643;1558
F95;3332;1220
Z18;3079;1792
L62;4085;951
L30;3374;729
Y82;4370;965
R13;4073;1220
L78;3636;726
A93;2899;1529
R47;4047;1187
V14;4000.5;1515
G58;1167;198
L72;3621;634
Z33;2947;1761
A63;2705;1617
L74;3631;685
V01;4294;1682
B76;2639;1498
Y56;4331;1125
A15;2682;1497
V22;4411;1273
V98;4138;1349
U05;3165;1249
L63;4056.5;767
Y95;4644;1484
F97;3361;1298
H25;1132;1443
S23;3831;880
Z46;2903;1572
R61;3950;1179
R78;4235;1302
Y99;4247;1216
U56;1567;1433
J48;3292;1685
Z40;2863;1531
Y93;4671;1489
U35;1339;158
R20;4147;1253
L53;3178;805
G96;1202;1282
J06;3958;1770
F39;3361;1298
H90;3411;1535
S75;3897;962
G08;1225;1221
B91;2868;1476
J02;4016;1789
J04;3954;1802
J85;1646.5;366.5
H94;3319;1712
J74;1443;312
G00;1645;339
G46;1010;210
S38;3792;650
I48;3710;1432
G18;1707;409
S83;3886;676
L76;3649;708
R33;3982;1299
R29;3905;1245
L18;2974;861
H59;1117;1426
H61;1120;1322
H09;520;1576
R28;3926;1271
Y14;4504;1346
A65;2709;1629
G92;1252;1181
Y70;4290;1103
L11;3297.33;716.358
B62;3027;1704
Z02;2899;1470
L15;3000;886
Z25;2915;1786
H11;505;1618
I71;3578;1464
L90;3578;751
S78;3304;1564
B06;3009;1615
S68;3884;705
A34;2914;1476
S18;3855;399
R27;3897;1214
R16;4086;1243
G02;957;1079
J96;1398;1087
R18;4119;1205
F22;3242;1379
Y32;4247;1246
B52;2998;1650
R32;3918;1171
R45;4072;1132
H44;1120;1322
A66;2700;1631
S32;4007;692
Z37;3132;1602
U30;1070;1059
B65;3158;1553
F62;3444;798
B33;3132;1602
G81;1632;220
B04;3132;1602
Z19;3114;1816
L65;4010;875
Z58;4355;1227
B51;3006;1635
Z75;3103;1681
Y85;4414;1302
L32;3182;747
V17;3976;1412
B01;3103;1669
B29;3135;1560
Y86;4232;1158
A54;2881;1635
F32;3200;1316
U47;3713;633
F87;3500;1281
Y46;4277;1219
Y63;4344;1162
Z27;3039;1799
Y31;4189;1244
H71;3360;1428
I27;3158;1553
B30;3088;1675
B15;3006;1635
F92;3635;1251
L04;3256;940
